id_record,sequence_name,body_part,activity,timestamp,date,coord_x,coord_y,coord_z
6283,A02,020-000-033-111,sitting,633790230390261292,27.05.2009 14:10:39:027,2.082671880722046,1.1954506635665894,0.760608971118927
6284,A02,020-000-032-221,sitting,633790230390531583,27.05.2009 14:10:39:053,2.369842290878296,1.2691103219985962,0.4317690432071686
6285,A02,010-000-024-033,sitting,633790230390801876,27.05.2009 14:10:39:080,2.976522207260132,1.397326111793518,-0.20596817135810852
6286,A02,010-000-030-096,sitting,633790230391072168,27.05.2009 14:10:39:107,2.8318514823913574,1.4008629322052002,-0.006866201292723417
6287,A02,020-000-033-111,sitting,633790230391342467,27.05.2009 14:10:39:133,2.0401532649993896,1.2150495052337646,0.7624489665031433
6288,A02,020-000-032-221,sitting,633790230391612758,27.05.2009 14:10:39:160,2.429269552230835,1.3924236297607422,0.45503973960876465
6289,A02,010-000-024-033,sitting,633790230391883053,27.05.2009 14:10:39:187,3.040695905685425,1.4782724380493164,-0.11505089700222015
6290,A02,020-000-032-221,sitting,633790230392693924,27.05.2009 14:10:39:270,2.3011159896850586,1.3023537397384644,0.5190795063972473
6291,A02,010-000-024-033,sitting,633790230392964216,27.05.2009 14:10:39:297,2.964815139770508,1.400713562965393,0.08329038321971893
6292,A02,010-000-030-096,sitting,633790230393234508,27.05.2009 14:10:39:323,2.859135150909424,1.4353078603744507,0.14017780125141144
6293,A02,020-000-032-221,sitting,633790230393775095,27.05.2009 14:10:39:377,2.3841495513916016,1.343220591545105,0.804997444152832
6294,A02,010-000-024-033,sitting,633790230394045391,27.05.2009 14:10:39:403,2.97502064704895,1.4490549564361572,0.07578514516353607
6295,A02,020-000-033-111,sitting,633790230394585980,27.05.2009 14:10:39:460,3.80303955078125,1.4917950630187988,1.3900282382965088
6296,A02,020-000-032-221,sitting,633790230394856270,27.05.2009 14:10:39:487,2.3697683811187744,1.3328423500061035,0.7460977435112
6297,A02,010-000-024-033,sitting,633790230395126566,27.05.2009 14:10:39:513,3.025177240371704,1.477467656135559,0.11000091582536697
6298,A02,010-000-030-096,sitting,633790230395396857,27.05.2009 14:10:39:540,2.8488752841949463,1.396524429321289,-0.019368454813957214
6299,A02,020-000-033-111,sitting,633790230395667154,27.05.2009 14:10:39:567,2.416255235671997,1.694941520690918,0.8146438002586365
6300,A02,020-000-032-221,sitting,633790230395937446,27.05.2009 14:10:39:593,2.366011619567871,1.3572150468826294,0.6783744096755981
6301,A02,010-000-024-033,sitting,633790230396207743,27.05.2009 14:10:39:620,3.018256902694702,1.4760490655899048,0.08900149166584015
6302,A02,020-000-033-111,sitting,633790230396748331,27.05.2009 14:10:39:673,2.1606099605560303,1.300116777420044,0.8929039239883423
6303,A02,020-000-032-221,sitting,633790230397018626,27.05.2009 14:10:39:703,2.3660242557525635,1.3573664426803589,0.7321575880050659
6304,A02,010-000-024-033,sitting,633790230397288924,27.05.2009 14:10:39:730,2.961132287979126,1.4044098854064941,-0.006024247966706753
6305,A02,010-000-030-096,sitting,633790230397559220,27.05.2009 14:10:39:757,2.8350701332092285,1.3321073055267334,0.0924096554517746
6306,A02,020-000-033-111,sitting,633790230397829516,27.05.2009 14:10:39:783,2.023232936859131,1.1232218742370605,0.783279538154602
6307,A02,010-000-024-033,sitting,633790230398370102,27.05.2009 14:10:39:837,3.0020830631256104,1.4483120441436768,-0.013510669581592083
6308,A02,020-000-032-221,sitting,633790230399180973,27.05.2009 14:10:39:917,2.3681416511535645,1.3648157119750977,0.7109224796295166
6309,A02,010-000-024-033,sitting,633790230399451270,27.05.2009 14:10:39:947,3.0294485092163086,1.5036858320236206,0.3226281404495239
6310,A02,010-000-030-096,sitting,633790230399721561,27.05.2009 14:10:39:973,2.7930853366851807,1.3143476247787476,-0.04402463510632515
6311,A02,020-000-033-111,sitting,633790230399991855,27.05.2009 14:10:40:000,2.096273183822632,1.0010766983032227,0.7160952091217041
6312,A02,020-000-032-221,sitting,633790230400262146,27.05.2009 14:10:40:027,2.3211824893951416,1.360793113708496,0.6128087639808655
6313,A02,010-000-024-033,sitting,633790230400532437,27.05.2009 14:10:40:053,3.0139472484588623,1.468583583831787,0.25577691197395325
6314,A02,020-000-033-111,sitting,633790230401073023,27.05.2009 14:10:40:107,2.2186269760131836,0.8513985276222229,0.7297559976577759
6315,A02,020-000-032-221,sitting,633790230401343317,27.05.2009 14:10:40:133,2.3448433876037598,1.389693021774292,0.6511194109916687
6316,A02,010-000-024-033,sitting,633790230401613609,27.05.2009 14:10:40:160,3.012760639190674,1.4665040969848633,0.24504372477531433
6317,A02,010-000-030-096,sitting,633790230401883900,27.05.2009 14:10:40:190,2.8085711002349854,1.3191567659378052,-0.047041792422533035
6318,A02,020-000-033-111,sitting,633790230402154193,27.05.2009 14:10:40:217,2.146028757095337,0.8099647164344788,0.7607607245445251
6319,A02,020-000-032-221,sitting,633790230402424487,27.05.2009 14:10:40:243,2.341449022293091,1.3609317541122437,0.6255390048027039
6320,A02,010-000-024-033,sitting,633790230402694786,27.05.2009 14:10:40:270,2.989621162414551,1.4243111610412598,0.03787367045879364
6321,A02,020-000-033-111,sitting,633790230403235371,27.05.2009 14:10:40:323,2.0989301204681396,0.8353354334831238,0.7579753994941711
6322,A02,020-000-032-221,sitting,633790230403505669,27.05.2009 14:10:40:350,2.3411152362823486,1.3554329872131348,0.5771079063415527
6323,A02,010-000-024-033,sitting,633790230403775967,27.05.2009 14:10:40:377,2.9685208797454834,1.4375040531158447,0.29059699177742004
6324,A02,010-000-030-096,sitting,633790230404046261,27.05.2009 14:10:40:403,2.7980146408081055,1.3496854305267334,0.05849176645278931
6325,A02,020-000-033-111,sitting,633790230404316551,27.05.2009 14:10:40:430,2.133857011795044,0.8881687521934509,0.8529251217842102
6326,A02,020-000-032-221,sitting,633790230404586845,27.05.2009 14:10:40:460,2.320729970932007,1.3565435409545898,0.6069701910018921
6327,A02,010-000-024-033,sitting,633790230404857143,27.05.2009 14:10:40:487,3.0346896648406982,1.493287444114685,0.22808462381362915
6328,A02,020-000-033-111,sitting,633790230405397723,27.05.2009 14:10:40:540,2.1043930053710938,0.8409240245819092,0.7899567484855652
6329,A02,020-000-032-221,sitting,633790230405668015,27.05.2009 14:10:40:567,2.332885503768921,1.344904899597168,0.6426723599433899
6330,A02,010-000-024-033,sitting,633790230405938306,27.05.2009 14:10:40:593,2.9757540225982666,1.416375994682312,0.027437200769782066
6331,A02,010-000-030-096,sitting,633790230406208602,27.05.2009 14:10:40:620,2.822000026702881,1.3880866765975952,0.08336895704269409
6332,A02,020-000-032-221,sitting,633790230406749187,27.05.2009 14:10:40:673,2.317049503326416,1.356863260269165,0.5733090043067932
6333,A02,010-000-024-033,sitting,633790230407019478,27.05.2009 14:10:40:703,3.0043230056762695,1.49638831615448,0.3298790752887726
6334,A02,020-000-033-111,sitting,633790230407560061,27.05.2009 14:10:40:757,3.924769878387451,1.4417909383773804,1.4700226783752441
6335,A02,020-000-032-221,sitting,633790230407830359,27.05.2009 14:10:40:783,2.3110055923461914,1.3668614625930786,0.6154449582099915
6336,A02,010-000-024-033,sitting,633790230408100653,27.05.2009 14:10:40:810,3.013913154602051,1.467537522315979,0.26726773381233215
6337,A02,010-000-030-096,sitting,633790230408370943,27.05.2009 14:10:40:837,2.8589069843292236,1.4063136577606201,0.08395357429981232
6338,A02,020-000-033-111,sitting,633790230408641233,27.05.2009 14:10:40:863,3.8246119022369385,1.484482765197754,1.4848092794418335
6339,A02,020-000-032-221,sitting,633790230408911524,27.05.2009 14:10:40:890,2.3597030639648438,1.448610782623291,0.3778431713581085
6340,A02,010-000-024-033,sitting,633790230409181820,27.05.2009 14:10:40:917,3.0131185054779053,1.464661955833435,0.26560288667678833
6341,A02,020-000-033-111,sitting,633790230409722400,27.05.2009 14:10:40:973,2.180481433868408,1.244018316268921,0.7728594541549683
6342,A02,020-000-032-221,sitting,633790230409992690,27.05.2009 14:10:41:000,2.3678078651428223,1.360859751701355,0.7125924825668335
6343,A02,010-000-024-033,sitting,633790230410262989,27.05.2009 14:10:41:027,3.0294418334960938,1.4935234785079956,0.30489206314086914
6344,A02,010-000-030-096,sitting,633790230410533283,27.05.2009 14:10:41:053,2.8940517902374268,1.4873136281967163,0.20719344913959503
6345,A02,020-000-033-111,sitting,633790230410803582,27.05.2009 14:10:41:080,3.803485155105591,1.487902283668518,1.4253538846969604
6346,A02,010-000-024-033,sitting,633790230411344169,27.05.2009 14:10:41:133,3.050416946411133,1.5255889892578125,0.31872081756591797
6347,A02,020-000-033-111,sitting,633790230411884753,27.05.2009 14:10:41:190,2.2381513118743896,1.6109315156936646,0.9123073220252991
6348,A02,020-000-032-221,sitting,633790230412155048,27.05.2009 14:10:41:217,2.3495216369628906,1.3893635272979736,0.6679477691650391
6349,A02,010-000-024-033,sitting,633790230412425341,27.05.2009 14:10:41:243,3.033553123474121,1.4971811771392822,0.26069560647010803
6350,A02,010-000-030-096,sitting,633790230412695634,27.05.2009 14:10:41:270,2.8320915699005127,1.3623853921890259,-0.029000909999012947
6351,A02,020-000-033-111,sitting,633790230412965931,27.05.2009 14:10:41:297,2.128469228744507,0.8931304812431335,0.7609356045722961
6352,A02,020-000-032-221,sitting,633790230413236225,27.05.2009 14:10:41:323,2.3481333255767822,1.3361139297485352,0.5687634944915771
6353,A02,010-000-024-033,sitting,633790230413506524,27.05.2009 14:10:41:350,3.031008720397949,1.4972074031829834,0.3238328695297241
6354,A02,020-000-033-111,sitting,633790230414047105,27.05.2009 14:10:41:403,2.119246244430542,0.805016815662384,0.7351665496826172
6355,A02,020-000-032-221,sitting,633790230414317398,27.05.2009 14:10:41:433,2.3826651573181152,1.2895668745040894,0.6572293043136597
6356,A02,010-000-030-096,sitting,633790230414857984,27.05.2009 14:10:41:487,2.8543589115142822,1.3615635633468628,-0.01485190074890852
6357,A02,020-000-033-111,sitting,633790230415128277,27.05.2009 14:10:41:513,2.1001150608062744,0.8654569387435913,0.7333863973617554
6358,A02,020-000-032-221,sitting,633790230415398576,27.05.2009 14:10:41:540,2.3183159828186035,1.4475857019424438,0.6284499764442444
6359,A02,010-000-024-033,sitting,633790230415668869,27.05.2009 14:10:41:567,3.0493454933166504,1.5255845785140991,0.31910771131515503
6360,A02,020-000-033-111,sitting,633790230416209449,27.05.2009 14:10:41:620,2.089168071746826,0.8929873108863831,0.7327207922935486
6361,A02,020-000-032-221,sitting,633790230416479743,27.05.2009 14:10:41:647,2.3565163612365723,1.2859325408935547,0.5650656819343567
6362,A02,010-000-030-096,sitting,633790230417020328,27.05.2009 14:10:41:703,2.848811149597168,1.3817585706710815,-0.02442820742726326
6363,A02,020-000-033-111,sitting,633790230417290619,27.05.2009 14:10:41:730,2.131564140319824,0.9244560599327087,0.7593103647232056
6364,A02,020-000-032-221,sitting,633790230417560915,27.05.2009 14:10:41:757,2.3472723960876465,1.3716709613800049,0.5371817946434021
6365,A02,010-000-024-033,sitting,633790230417831210,27.05.2009 14:10:41:783,2.9531800746917725,1.4128336906433105,-0.003995363600552082
6366,A02,020-000-033-111,sitting,633790230418371795,27.05.2009 14:10:41:837,2.102888822555542,0.911680281162262,0.6659829020500183
6367,A02,020-000-032-221,sitting,633790230418642088,27.05.2009 14:10:41:863,2.280097007751465,1.2483247518539429,0.5781891942024231
6368,A02,010-000-024-033,sitting,633790230418912382,27.05.2009 14:10:41:890,2.9783549308776855,1.4083197116851807,-0.022537779062986374
6369,A02,010-000-030-096,sitting,633790230419182675,27.05.2009 14:10:41:917,2.815748691558838,1.3957083225250244,0.0826755240559578
6370,A02,020-000-033-111,sitting,633790230419452968,27.05.2009 14:10:41:947,2.171628475189209,1.3203142881393433,0.7265514135360718
6371,A02,020-000-032-221,sitting,633790230419723263,27.05.2009 14:10:41:973,2.3228919506073,1.3406480550765991,0.513105571269989
6372,A02,010-000-024-033,sitting,633790230419993557,27.05.2009 14:10:42:000,3.005288600921631,1.4949676990509033,0.3233944773674011
6373,A02,020-000-033-111,sitting,633790230420534142,27.05.2009 14:10:42:053,2.133650064468384,1.2395352125167847,0.7686985731124878
6374,A02,020-000-032-221,sitting,633790230420804440,27.05.2009 14:10:42:080,2.3432459831237793,1.3444054126739502,0.5245411992073059
6375,A02,010-000-024-033,sitting,633790230421074732,27.05.2009 14:10:42:107,2.954578161239624,1.4065279960632324,0.032861899584531784
6376,A02,010-000-030-096,sitting,633790230421345025,27.05.2009 14:10:42:133,2.811342477798462,1.2979586124420166,0.1500028818845749
6377,A02,020-000-033-111,sitting,633790230421615322,27.05.2009 14:10:42:160,2.1598784923553467,1.2474640607833862,0.8122557401657104
6378,A02,020-000-032-221,sitting,633790230421885621,27.05.2009 14:10:42:190,2.291248083114624,1.2274510860443115,0.5660393834114075
6379,A02,010-000-024-033,sitting,633790230422155911,27.05.2009 14:10:42:217,2.9470906257629395,1.4286102056503296,0.14283213019371033
6380,A02,020-000-033-111,sitting,633790230422696497,27.05.2009 14:10:42:270,2.1558423042297363,1.2406553030014038,0.794701099395752
6381,A02,020-000-032-221,sitting,633790230422966787,27.05.2009 14:10:42:297,2.348036050796509,1.3760828971862793,0.5426902174949646
6382,A02,010-000-024-033,sitting,633790230423237086,27.05.2009 14:10:42:323,2.966731071472168,1.3952116966247559,0.04217476025223732
6383,A02,010-000-030-096,sitting,633790230423507385,27.05.2009 14:10:42:350,2.845386028289795,1.3442636728286743,0.1503976732492447
6384,A02,020-000-033-111,sitting,633790230423777678,27.05.2009 14:10:42:377,2.2017736434936523,1.2758771181106567,0.7572956085205078
6385,A02,020-000-032-221,sitting,633790230424047974,27.05.2009 14:10:42:403,2.3600900173187256,1.356454849243164,0.5612112283706665
6386,A02,010-000-024-033,sitting,633790230424318267,27.05.2009 14:10:42:433,2.953752040863037,1.4254262447357178,0.13137798011302948
6387,A02,020-000-033-111,sitting,633790230424858850,27.05.2009 14:10:42:487,2.1797263622283936,1.274704933166504,0.7829632759094238
6388,A02,020-000-032-221,sitting,633790230425129140,27.05.2009 14:10:42:513,2.4171879291534424,1.2256182432174683,0.6388468146324158
6389,A02,010-000-024-033,sitting,633790230425399435,27.05.2009 14:10:42:540,2.9767138957977295,1.413439154624939,0.04962483420968056
6390,A02,010-000-030-096,sitting,633790230425669732,27.05.2009 14:10:42:567,2.858905076980591,1.3963392972946167,0.1664821356534958
6391,A02,020-000-033-111,sitting,633790230425940027,27.05.2009 14:10:42:593,2.156416177749634,1.2434706687927246,0.7819085121154785
6392,A02,020-000-032-221,sitting,633790230426210322,27.05.2009 14:10:42:620,2.3642871379852295,1.324506163597107,0.604865550994873
6393,A02,010-000-024-033,sitting,633790230426480621,27.05.2009 14:10:42:647,2.951873302459717,1.4098472595214844,0.018928613513708115
6394,A02,020-000-033-111,sitting,633790230427021205,27.05.2009 14:10:42:703,2.1840286254882812,1.215990424156189,0.8321831226348877
6395,A02,020-000-032-221,sitting,633790230427291498,27.05.2009 14:10:42:730,2.3523406982421875,1.3100659847259521,0.6043035387992859
6396,A02,010-000-024-033,sitting,633790230427561790,27.05.2009 14:10:42:757,2.9675188064575195,1.3618968725204468,0.00837161298841238
6397,A02,010-000-030-096,sitting,633790230427832084,27.05.2009 14:10:42:783,2.8929924964904785,1.4499675035476685,0.14694367349147797
6398,A02,020-000-033-111,sitting,633790230428102380,27.05.2009 14:10:42:810,2.1563799381256104,0.9529435038566589,0.7099841237068176
6399,A02,020-000-032-221,sitting,633790230428372678,27.05.2009 14:10:42:837,2.3714730739593506,1.3424360752105713,0.602559506893158
6400,A02,010-000-024-033,sitting,633790230428642976,27.05.2009 14:10:42:863,2.954615592956543,1.3776931762695312,0.03421641141176224
6401,A02,020-000-033-111,sitting,633790230429183564,27.05.2009 14:10:42:920,2.1813628673553467,1.2783384323120117,0.7740827798843384
6402,A02,020-000-032-221,sitting,633790230429453863,27.05.2009 14:10:42:947,2.339092493057251,1.3254822492599487,0.5584008097648621
6403,A02,010-000-024-033,sitting,633790230429724158,27.05.2009 14:10:42:973,2.939640998840332,1.3985942602157593,0.07483156770467758
6404,A02,020-000-033-111,sitting,633790230430264746,27.05.2009 14:10:43:027,2.1969337463378906,1.3537815809249878,0.8022561073303223
6405,A02,020-000-032-221,sitting,633790230430535039,27.05.2009 14:10:43:053,2.414750576019287,1.2259087562561035,0.5659129619598389
6406,A02,010-000-024-033,sitting,633790230430805334,27.05.2009 14:10:43:080,2.9513707160949707,1.385256290435791,0.0871804803609848
6407,A02,020-000-033-111,sitting,633790230431345919,27.05.2009 14:10:43:133,2.1804895401000977,1.2773915529251099,0.7678337693214417
6408,A02,020-000-032-221,sitting,633790230431616213,27.05.2009 14:10:43:160,2.3691251277923584,1.304447889328003,0.5662543177604675
6409,A02,010-000-030-096,sitting,633790230432156801,27.05.2009 14:10:43:217,2.8448116779327393,1.3886768817901611,0.1459800899028778
6410,A02,020-000-033-111,sitting,633790230432427092,27.05.2009 14:10:43:243,2.2424468994140625,1.415891408920288,0.8536555171012878
6411,A02,020-000-032-221,sitting,633790230432697391,27.05.2009 14:10:43:270,2.359890937805176,1.32100510597229,0.5506369471549988
6412,A02,010-000-024-033,sitting,633790230432967685,27.05.2009 14:10:43:297,3.007565498352051,1.4957109689712524,0.2860962152481079
6413,A02,020-000-033-111,sitting,633790230433508267,27.05.2009 14:10:43:350,2.2027268409729004,1.3061952590942383,0.7994139790534973
6414,A02,020-000-032-221,sitting,633790230433778565,27.05.2009 14:10:43:377,2.3712193965911865,1.3139469623565674,0.6082733869552612
6415,A02,010-000-024-033,sitting,633790230434048864,27.05.2009 14:10:43:403,2.937955379486084,1.403204321861267,0.13790985941886902
6416,A02,010-000-030-096,sitting,633790230434319161,27.05.2009 14:10:43:433,2.859738826751709,1.3940849304199219,0.2153247445821762
6417,A02,020-000-033-111,sitting,633790230434589452,27.05.2009 14:10:43:460,2.071967124938965,1.0989209413528442,0.7149645090103149
6418,A02,020-000-032-221,sitting,633790230434859743,27.05.2009 14:10:43:487,2.320014476776123,1.3422322273254395,0.5039447546005249
6419,A02,010-000-024-033,sitting,633790230435130039,27.05.2009 14:10:43:513,2.9795923233032227,1.3429261445999146,0.011110152117908001
6420,A02,020-000-033-111,sitting,633790230435670624,27.05.2009 14:10:43:567,2.178947925567627,1.304799199104309,0.8054308295249939
6421,A02,020-000-032-221,sitting,633790230435940918,27.05.2009 14:10:43:593,2.5046279430389404,1.3838582038879395,0.5047364830970764
6422,A02,010-000-024-033,sitting,633790230436211209,27.05.2009 14:10:43:620,3.0911705493927,1.5390427112579346,0.19510775804519653
6423,A02,010-000-030-096,sitting,633790230436481507,27.05.2009 14:10:43:647,2.7367169857025146,1.2359435558319092,-0.18563897907733917
6424,A02,020-000-033-111,sitting,633790230436751797,27.05.2009 14:10:43:677,2.313267946243286,1.434513807296753,0.8440039157867432
6425,A02,020-000-032-221,sitting,633790230437022094,27.05.2009 14:10:43:703,2.265324354171753,1.4623198509216309,0.8033837080001831
6426,A02,010-000-024-033,sitting,633790230437292387,27.05.2009 14:10:43:730,2.9313690662384033,1.3304443359375,0.13964135944843292
6427,A02,020-000-033-111,sitting,633790230437832974,27.05.2009 14:10:43:783,2.315906047821045,1.4624136686325073,0.7177889943122864
6428,A02,020-000-032-221,sitting,633790230438103265,27.05.2009 14:10:43:810,2.465635061264038,1.1483534574508667,0.5818449854850769
6429,A02,010-000-024-033,sitting,633790230438373555,27.05.2009 14:10:43:837,2.848576545715332,1.214854121208191,0.3506549894809723
6430,A02,010-000-030-096,sitting,633790230438643848,27.05.2009 14:10:43:863,2.9855785369873047,1.2298028469085693,-0.11802602559328079
6431,A02,020-000-033-111,sitting,633790230438914140,27.05.2009 14:10:43:890,2.2966558933258057,1.3764171600341797,0.849155604839325
6432,A02,020-000-032-221,sitting,633790230439184433,27.05.2009 14:10:43:920,2.3989956378936768,1.1021010875701904,0.6754428744316101
6433,A02,010-000-024-033,sitting,633790230439454726,27.05.2009 14:10:43:947,2.7740113735198975,1.1867457628250122,0.14348411560058594
6434,A02,020-000-033-111,sitting,633790230439995308,27.05.2009 14:10:44:000,2.359635591506958,1.4081264734268188,0.8485602140426636
6435,A02,020-000-032-221,sitting,633790230440265599,27.05.2009 14:10:44:027,2.4486911296844482,1.1187798976898193,0.4433673322200775
6436,A02,010-000-024-033,sitting,633790230440535896,27.05.2009 14:10:44:053,2.7366137504577637,1.2116395235061646,0.1858934462070465
6437,A02,020-000-033-111,standing up from sitting,633790230441076482,27.05.2009 14:10:44:107,2.4121949672698975,1.3356091976165771,0.8557471036911011
6438,A02,020-000-032-221,standing up from sitting,633790230441346779,27.05.2009 14:10:44:133,2.9526453018188477,0.7720944285392761,0.4241158962249756
6439,A02,010-000-024-033,standing up from sitting,633790230441617070,27.05.2009 14:10:44:163,2.7733283042907715,1.2487499713897705,0.06861484050750732
6440,A02,020-000-033-111,standing up from sitting,633790230442157654,27.05.2009 14:10:44:217,2.4520859718322754,1.3332370519638062,0.791569173336029
6441,A02,020-000-032-221,standing up from sitting,633790230442427949,27.05.2009 14:10:44:243,2.5333940982818604,1.3466237783432007,0.683289647102356
6442,A02,010-000-024-033,standing up from sitting,633790230442698248,27.05.2009 14:10:44:270,2.7926249504089355,1.2436156272888184,0.15488950908184052
6443,A02,010-000-030-096,standing up from sitting,633790230442968546,27.05.2009 14:10:44:297,3.4139206409454346,1.3067930936813354,0.5883989334106445
6444,A02,020-000-033-111,standing up from sitting,633790230443238843,27.05.2009 14:10:44:323,2.595303535461426,1.2921878099441528,0.8728228211402893
6445,A02,020-000-032-221,standing up from sitting,633790230443509135,27.05.2009 14:10:44:350,2.424752950668335,1.3314368724822998,0.250928670167923
6446,A02,010-000-024-033,standing up from sitting,633790230443779429,27.05.2009 14:10:44:377,2.7741031646728516,1.1674641370773315,-0.02221667394042015
6447,A02,020-000-033-111,standing up from sitting,633790230444320014,27.05.2009 14:10:44:433,2.6605989933013916,1.2547399997711182,0.8256117701530457
6448,A02,020-000-032-221,standing up from sitting,633790230444590304,27.05.2009 14:10:44:460,2.54761004447937,1.4797030687332153,0.6004520654678345
6449,A02,010-000-024-033,standing up from sitting,633790230444860603,27.05.2009 14:10:44:487,2.7496912479400635,1.1972306966781616,0.15049302577972412
6450,A02,010-000-030-096,standing up from sitting,633790230445130897,27.05.2009 14:10:44:513,3.5309934616088867,1.405617594718933,0.5608816742897034
6451,A02,020-000-033-111,standing up from sitting,633790230445401190,27.05.2009 14:10:44:540,2.677941083908081,1.2867645025253296,0.9651381969451904
6452,A02,020-000-032-221,standing up from sitting,633790230445671489,27.05.2009 14:10:44:567,2.5975632667541504,1.6192097663879395,0.6586501002311707
6453,A02,010-000-024-033,standing up from sitting,633790230445941781,27.05.2009 14:10:44:593,2.8507509231567383,1.3566248416900635,0.3345414102077484
6454,A02,020-000-033-111,standing up from sitting,633790230446482366,27.05.2009 14:10:44:647,2.7047970294952393,1.300872802734375,1.1053208112716675
6455,A02,020-000-032-221,standing up from sitting,633790230446752665,27.05.2009 14:10:44:677,2.533653974533081,1.3814347982406616,0.8179295659065247
6456,A02,010-000-024-033,standing up from sitting,633790230447022964,27.05.2009 14:10:44:703,3.0146713256835938,1.5813549757003784,0.4242108166217804
6457,A02,010-000-030-096,standing up from sitting,633790230447293259,27.05.2009 14:10:44:730,2.7663791179656982,1.2820137739181519,0.21962317824363708
6458,A02,020-000-033-111,standing up from sitting,633790230447563558,27.05.2009 14:10:44:757,2.7493348121643066,1.3116520643234253,1.1767860651016235
6459,A02,020-000-032-221,standing up from sitting,633790230447833856,27.05.2009 14:10:44:783,2.5981762409210205,1.4955137968063354,0.9082064032554626
6460,A02,010-000-024-033,standing up from sitting,633790230448104149,27.05.2009 14:10:44:810,2.914412260055542,1.4214657545089722,0.3666401505470276
6461,A02,020-000-033-111,standing up from sitting,633790230448644731,27.05.2009 14:10:44:863,2.7406623363494873,1.303492784500122,1.2096444368362427
6462,A02,020-000-032-221,standing up from sitting,633790230448915023,27.05.2009 14:10:44:890,2.7980058193206787,1.5278502702713013,0.8142020106315613
6463,A02,010-000-024-033,standing up from sitting,633790230449185316,27.05.2009 14:10:44:920,2.8751561641693115,1.3864694833755493,0.23575296998023987
6464,A02,010-000-030-096,standing up from sitting,633790230449455608,27.05.2009 14:10:44:947,3.5701677799224854,1.456335425376892,0.6816977262496948
6465,A02,020-000-033-111,standing up from sitting,633790230449725906,27.05.2009 14:10:44:973,2.760117530822754,1.3366533517837524,1.3946905136108398
6466,A02,020-000-032-221,standing up from sitting,633790230449996200,27.05.2009 14:10:45:000,2.6376781463623047,1.4559892416000366,0.875948429107666
6467,A02,010-000-024-033,standing up from sitting,633790230450266493,27.05.2009 14:10:45:027,2.8194973468780518,1.294345498085022,0.23619064688682556
6468,A02,020-000-033-111,standing up from sitting,633790230450807080,27.05.2009 14:10:45:080,2.7851648330688477,1.3153047561645508,1.3599921464920044
6469,A02,020-000-032-221,walking,633790230451077372,27.05.2009 14:10:45:107,2.6597442626953125,1.3637961149215698,0.9225189685821533
6470,A02,010-000-024-033,walking,633790230451347667,27.05.2009 14:10:45:133,2.782491683959961,1.281162977218628,0.18957746028900146
6471,A02,020-000-033-111,walking,633790230451888255,27.05.2009 14:10:45:190,2.7875704765319824,1.2880749702453613,1.319375991821289
6472,A02,020-000-032-221,walking,633790230452158549,27.05.2009 14:10:45:217,2.90786075592041,1.558410406112671,1.020681381225586
6473,A02,020-000-033-111,walking,633790230452969422,27.05.2009 14:10:45:297,2.8275351524353027,1.3024687767028809,1.328609585762024
6474,A02,020-000-032-221,walking,633790230453239720,27.05.2009 14:10:45:323,2.7693076133728027,1.42393159866333,1.0540378093719482
6475,A02,010-000-024-033,walking,633790230453510014,27.05.2009 14:10:45:350,2.6902310848236084,1.0741159915924072,0.09029402583837509
6476,A02,010-000-030-096,walking,633790230453780311,27.05.2009 14:10:45:377,2.8533501625061035,1.0649302005767822,0.3991454541683197
6477,A02,020-000-033-111,walking,633790230454050609,27.05.2009 14:10:45:407,2.8240363597869873,1.2930673360824585,1.1781346797943115
6478,A02,020-000-032-221,walking,633790230454320903,27.05.2009 14:10:45:433,2.752671480178833,1.3546262979507446,0.9954733848571777
6479,A02,010-000-024-033,walking,633790230454591197,27.05.2009 14:10:45:460,2.780268907546997,1.2879350185394287,0.23405234515666962
6480,A02,020-000-033-111,walking,633790230455131786,27.05.2009 14:10:45:513,2.8333277702331543,1.2629274129867554,1.300430417060852
6481,A02,020-000-032-221,walking,633790230455402080,27.05.2009 14:10:45:540,2.8453946113586426,1.4910364151000977,1.0712347030639648
6482,A02,010-000-024-033,walking,633790230455672373,27.05.2009 14:10:45:567,2.8976407051086426,1.6857633590698242,0.3593966066837311
6483,A02,010-000-030-096,walking,633790230455942668,27.05.2009 14:10:45:593,2.574158191680908,1.124485969543457,0.11576312780380249
6484,A02,020-000-033-111,walking,633790230456212963,27.05.2009 14:10:45:620,2.865731716156006,1.2805004119873047,1.3085273504257202
6485,A02,020-000-032-221,walking,633790230456483260,27.05.2009 14:10:45:647,2.6290714740753174,1.5728223323822021,0.8982081413269043
6486,A02,010-000-024-033,walking,633790230456753552,27.05.2009 14:10:45:677,2.7930614948272705,1.657700777053833,0.3180525302886963
6487,A02,020-000-033-111,walking,633790230457294137,27.05.2009 14:10:45:730,2.8758187294006348,1.2989047765731812,1.2929383516311646
6488,A02,020-000-032-221,walking,633790230457564432,27.05.2009 14:10:45:757,2.666285753250122,1.6263197660446167,0.7769985198974609
6489,A02,010-000-024-033,walking,633790230457834724,27.05.2009 14:10:45:783,2.6380040645599365,1.583926796913147,0.4310612082481384
6490,A02,020-000-033-111,walking,633790230458375311,27.05.2009 14:10:45:837,2.9213452339172363,1.3259872198104858,1.21854567527771
